ID,CONJUNTODADOS_PRODUTO,TABELA,ORDEM_ORIGEM,TABELA_ORIGEM,SISTEMA_ORIGEM,SERVIDOR_ORIGEM,DATABASE_ORIGEM,SCHEMA_ORIGEM,TIPO_CONEXAO,REPOSITORIO,MECANICA,FREQUENCIA,MODO_ESCRITA
DB_PAN_DL_RAW.VW_SERASA_RESTRITIVO_PF_DETALHE,Bureaux,VW_SERASA_RESTRITIVO_PF_DETALHE,1,TB_SERASA_RESTRITIVO_PF_DETALHE,AWS,S3,DB_PAN_DL_RAW,-,ATHENA,Pendente Engenheiro de Dados,AUTOMATICA,ONLINE,OVERWRITE
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,1,TB_BANCO_DIGITAL_CRIVO45_COLUNADO_BACEN_SCR,AWS,S3,db_pan_dl_spec,TB_BANCO_DIGITAL_CRIVO45_COLUNADO_BACEN_SCR,cw_s3_raw_crivo45dig_dms,Pendente Engenheiro de Dados,AUTOMATICA,DIÁRIA,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,2,tb_bacen_scr_3040,AWS,S3,db_pan_dl_raw,tb_bacen_scr_3040,cw_s3_raw_crivo45dig_dms,Pendente Engenheiro de Dados,AUTOMATICA,MENSAL,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,3,tb_bacen_scr_3040_api,AWS,S3,db_pan_dl_raw,tb_bacen_scr_3040_api,cw_s3_raw_bureaux_bacen_scr_api,Pendente Engenheiro de Dados,AUTOMATICA,MENSAL,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,4,tb_bacen_scr_3040_extra,AWS,S3,db_pan_dl_raw,tb_bacen_scr_3040_extra,cw_s3_bacen_scr_raw,Pendente Engenheiro de Dados,AUTOMATICA,MENSAL,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PF,5,bacen_crivo_colunado_hml,AWS,S3,db_pan_dl_sdbx_user_credito_sens,bacen_crivo_colunado_hml,presto_query_id: 20211124_175424_00068_c9zgt,Pendente Engenheiro de Dados,AUTOMATICA,BIMESTRAL,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PJ,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PJ,1,tb_bacen_scr_3040,AWS,S3,db_pan_dl_spec,tb_bacen_scr_3040,cw_s3_raw_crivo45dig_dms,Pendente Engenheiro de Dados,AUTOMATICA,DIÁRIA,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PJ,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PJ,2,tb_bacen_scr_3040_api,AWS,S3,db_pan_dl_spec,tb_bacen_scr_3040_api,cw_s3_raw_bureaux_bacen_scr_api,Pendente Engenheiro de Dados,AUTOMATICA,DIÁRIA,APPEND
DB_PAN_DL_SPEC.TB_CREDITO_BACEN_SCR_COLUNADO_3040_PJ,Crédito,TB_CREDITO_BACEN_SCR_COLUNADO_3040_PJ,3,tb_bacen_scr_3040_extra,AWS,S3,db_pan_dl_spec,tb_bacen_scr_3040_extra,cw_s3_bacen_scr_raw,Pendente Engenheiro de Dados,AUTOMATICA,DIÁRIA,APPEND
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_PRODUTO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_PRODUTO,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_RESOURCEOWNERSHIP,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_RESOURCEOWNERSHIP,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_RESPOSTA,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_RESPOSTA,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_RESULTADOITEMEXTRACAO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_RESULTADOITEMEXTRACAO,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_RL_CRT_ARQ_AUTORIZACAO,Cartões,TB_BI_ODS_RL_CRT_ARQ_AUTORIZACAO,1,RL_CRT_ARQ_AUTORIZACAO,Oracle,PANVDBP420D,BI_ODS,,,,,Diária - 13h20m,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_SISTEMA,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_SISTEMA,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_STATUSEXTRACAO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_STATUSEXTRACAO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_SUBSCRIPTIONS,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_SUBSCRIPTIONS,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOCOLETA,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOCOLETA,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOCRITERIO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOCRITERIO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOEXTRACAO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOEXTRACAO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOOPERACAO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_TIPOOPERACAO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_USUARIO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_USUARIO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_USUARIOCENTRODECUSTO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_USUARIOCENTRODECUSTO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_USUARIOGRUPO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_USUARIOGRUPO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VALORCAMPO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VALORCAMPO,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VALORPARAMSAIDACRITERIO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VALORPARAMSAIDACRITERIO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VALORVARIAVELCRITERIO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VALORVARIAVELCRITERIO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VALORVARIAVELDRIVER,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VALORVARIAVELDRIVER,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VARIAVELCRITERIO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VARIAVELCRITERIO,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VARIAVELDRIVER,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VARIAVELDRIVER,1,,,,,,,,,DIÁRIO,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_CRIVO45_DMS_VERSAO,Crédito,TB_BANCO_DIGITAL_CRIVO45_DMS_VERSAO,1,,,,,,,,,,
DB_PAN_DL_SPEC.TB_BANCO_DIGITAL_CRIVO45_VALORCAMPO_MAIOR_ATRIBUICAO,Crédito,TB_BANCO_DIGITAL_CRIVO45_VALORCAMPO_MAIOR_ATRIBUICAO,1,,,,,,,,,diario,
DB_PAN_DL_LEGACY.TB_BI_ODS_RL_CRT_CAD_PLASTICO,Cartões,TB_BI_ODS_RL_CRT_CAD_PLASTICO,1,RL_CRT_CAD_PLASTICO,Oracle,PANVDBP420D,BI_ODS,,,,,Diária - 13h20m,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_DEBITO_AUTOMATICO_CADASTRO,Banco Digital,TB_BANCO_DIGITAL_DEBITO_AUTOMATICO_CADASTRO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_DEBITO_AUTOMATICO_HISTORICO,Banco Digital,TB_BANCO_DIGITAL_DEBITO_AUTOMATICO_HISTORICO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_DEBITO_AUTOMATICO_SEGMENTO_CONCESSIONARIA,Banco Digital,TB_BANCO_DIGITAL_DEBITO_AUTOMATICO_SEGMENTO_CONCESSIONARIA,1,,,,,,,,,,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_EMPRESA_CALLBACK,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_CALLBACK,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_EMPRESA_CALLBACK,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_CALLBACK,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_EMPRESA_EMPRESA,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_EMPRESA,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_EMPRESA_EMPRESA,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_EMPRESA,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_EMPRESA_FINALIDADE,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_FINALIDADE,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_EMPRESA_FINALIDADE,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_FINALIDADE,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_EMPRESA_MODELO_OPCOES,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_MODELO_OPCOES,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_EMPRESA_PRODUTO,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_PRODUTO,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_EMPRESA_PRODUTO,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_PRODUTO,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_EMPRESA_REL_EMPRESA_FINALIDADE,Banco Digital,TB_BANCO_DIGITAL_EMPRESA_REL_EMPRESA_FINALIDADE,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_ALTERACAOLIMITE,Banco Digital,TB_BANCO_DIGITAL_GCC_ALTERACAOLIMITE,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_AUXDOMINIO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_AUXDOMINIO,1,,,,,,,,,Execucao ocorre:  terca,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CAMPANHA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CAMPANHA,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CAMPANHALOJA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CAMPANHALOJA,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CANALVENDA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CANALVENDA,1,,,,,,,,,Execucao ocorre:  terca,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CARTAO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CARTAO,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_CARTAO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CARTAO,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CLEARSALEPROCESSAMENTO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CLEARSALEPROCESSAMENTO,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_CLEARSALEPROCESSAMENTO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CLEARSALEPROCESSAMENTO,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CLIENTE,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CLIENTE,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_CLIENTE,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CLIENTE,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CONTA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CONTA,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_CONTA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CONTA,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_CP_CAMPANHA_DETALHE,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CP_CAMPANHA_DETALHE,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_CP_CAMPANHA_DETALHE,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_CP_CAMPANHA_DETALHE,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_EMAIL,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_EMAIL,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_EMAIL,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_EMAIL,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_ENDERECO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_ENDERECO,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_ENDERECO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_ENDERECO,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_LOGO,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_LOGO,1,,,,,,,,,Execucao ocorre:  terca,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_LOJA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_LOJA,1,,,,,,,,,Execucao ocorre:  terca,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_MOTIVORECUSA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_MOTIVORECUSA,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTA,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTA,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTA,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTAADICIONAL,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTAADICIONAL,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTASTATUS,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTASTATUS,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTASTATUS,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_PROPOSTASTATUS,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_CARTAO_TELEFONE,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_TELEFONE,1,,,,,,,,,diario,
DB_PAN_DL_CURATED.TB_BANCO_DIGITAL_GCC_CARTAO_TELEFONE,Banco Digital,TB_BANCO_DIGITAL_GCC_CARTAO_TELEFONE,1,,,,,,,,,diario,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_GCC_USUARIO,Banco Digital,TB_BANCO_DIGITAL_GCC_USUARIO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_CREDITO_CREDITO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_CREDITO_CREDITO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_CREDITO_PENDENCIAPID,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_CREDITO_PENDENCIAPID,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_CREDITO_RESPOSTASCREDITO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_CREDITO_RESPOSTASCREDITO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_CREDITO_RESULTADOANALISECREDITO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_CREDITO_RESULTADOANALISECREDITO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_CADASTRO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_CADASTRO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_CADASTRO_PURO_CREDITO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_CADASTRO_PURO_CREDITO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_CREDITO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_CREDITO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_CARTOES_DBCARTOES_CAD_CLIENTE_COMPL,Cartões,TB_CARTOES_DBCARTOES_CAD_CLIENTE_COMPL,1,MensagemCampoGenerico,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-full,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,OVERWRITE
DB_PAN_DL_RAW.TB_CARTOES_DBCARTOES_CONTR_ALTERACAO,Cartões,TB_CARTOES_DBCARTOES_CONTR_ALTERACAO,1,TokenAplicacaoExterna,SQL_SERVER,PANDB2504B,DB_CARTOES,dbo,datalake-replicacao-raw-inclusao-banktools-006,Pendente Engenheiro de Dados,AUTOMATICA,Diária às 9h,APPEND
DB_PAN_DL_RAW.TB_CARTOES_DBO_ARQ_FATURA_INTERNET,Cartões,TB_CARTOES_DBO_ARQ_FATURA_INTERNET,1,TemplateMensagem,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-inclusao,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,APPEND
DB_PAN_DL_RAW.TB_CARTOES_DBO_ARQ_FATURA_PARC_ROTATIVO,Cartões,TB_CARTOES_DBO_ARQ_FATURA_PARC_ROTATIVO,1,TipoMensagem,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-inclusao,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,APPEND
DB_PAN_DL_RAW.TB_CARTOES_DBO_ARQ_FATURA_PARCELA,Cartões,TB_CARTOES_DBO_ARQ_FATURA_PARCELA,1,ARQ_FATURA_PARCELA,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-inclusao,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,APPEND
DB_PAN_DL_RAW.TB_CARTOES_DBO_ARQ_MONETARIO,Cartões,TB_CARTOES_DBO_ARQ_MONETARIO,1,ARQ_MONETARIO,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-inclusao,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,APPEND
DB_PAN_DL_RAW.TB_CARTOES_DBO_CAD_CONTA,Cartões,TB_CARTOES_DBO_CAD_CONTA,1,CAD_CONTA,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-full,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,OVERWRITE
DB_PAN_DL_RAW.TB_CARTOES_DBO_CAD_CONTA_COMPL,Cartões,TB_CARTOES_DBO_CAD_CONTA_COMPL,1,CAD_CONTA_COMPL,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-full,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,OVERWRITE
DB_PAN_DL_RAW.TB_CARTOES_DBO_CAD_CONTA_COMPL2,Cartões,TB_CARTOES_DBO_CAD_CONTA_COMPL2,1,cad_conta_compl2,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-full,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,OVERWRITE
DB_PAN_DL_RAW.TB_CARTOES_DBO_CONTR_INCLUSAO,Cartões,TB_CARTOES_DBO_CONTR_INCLUSAO,1,CONTR_INCLUSAO,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-inclusao,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,APPEND
DB_PAN_DL_RAW.TB_CARTOES_DBO_TAB_LOGO,Cartões,TB_CARTOES_DBO_TAB_LOGO,1,TAB_LOGO,SQL Server,PANFDBP359,db_cartoes,DBO,DMS: datalake-replicacao-raw-db-cartoes-dbo-full,Pendente Engenheiro de Dados,AUTOMATICA,DIARIA,OVERWRITE
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_ETAPA,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_ONBOARDING_ETAPA,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_DOCUMENTOS,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_DOCUMENTOS,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_ETAPAS_FORMALIZACAO,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_ETAPAS_FORMALIZACAO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_ETAPAS_ONBOARDING,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_ETAPAS_ONBOARDING,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_PROCESSOS,Banco Digital,TB_BANCO_DIGITAL_ONBOARDING_PROCESSO_PROCESSOS,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_PIXBACK_TTR_ARQUIVO_MASSIVO,Banco Digital,TB_BANCO_DIGITAL_PIXBACK_TTR_ARQUIVO_MASSIVO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_PIXBACK_TTR_PROCESSAMENTO_MASSIVO,Banco Digital,TB_BANCO_DIGITAL_PIXBACK_TTR_PROCESSAMENTO_MASSIVO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_CLIENTE,Banco Digital,TB_BANCO_DIGITAL_SEGURO_CLIENTE,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_COBERTURA,Banco Digital,TB_BANCO_DIGITAL_SEGURO_COBERTURA,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_COMPROVANTE,Banco Digital,TB_BANCO_DIGITAL_SEGURO_COMPROVANTE,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_EVENTO,Banco Digital,TB_BANCO_DIGITAL_SEGURO_EVENTO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_PAGAMENTO,Banco Digital,TB_BANCO_DIGITAL_SEGURO_PAGAMENTO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_PLANO,Banco Digital,TB_BANCO_DIGITAL_SEGURO_PLANO,1,,,,,,,,,,
DB_PAN_DL_RAW.TB_BANCO_DIGITAL_SEGURO_SEGURO,Banco Digital,TB_BANCO_DIGITAL_SEGURO_SEGURO,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_REL_CGO05,Reserva de Dados Técnicos,TB_BI_ODS_REL_CGO05,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_REL_DWRHDI01_MENSAL,Reserva de Dados Técnicos,TB_BI_ODS_REL_DWRHDI01_MENSAL,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_REL_VCL_DWNPVDI12,Reserva de Dados Técnicos,TB_BI_ODS_REL_VCL_DWNPVDI12,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_RL_ANALITICO_CONTABIL,Crédito,TB_BI_ODS_RL_ANALITICO_CONTABIL,1,RL_ANALITICO_CONTABIL,Oracle,PANVDBP420D,BI_ODS,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_RL_ATL_DADOS_INTEGRACAO,Reserva de Dados Técnicos,TB_BI_ODS_RL_ATL_DADOS_INTEGRACAO,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_RL_ATL_REGRAS_HISTORICO,Reserva de Dados Técnicos,TB_BI_ODS_RL_ATL_REGRAS_HISTORICO,1,,,,,,,,,,
DB_PAN_DL_LEGACY.TB_BI_ODS_RL_ATL_REGRAS_LIBERAR,Reserva de Dados Técnicos,TB_BI_ODS_RL_ATL_REGRAS_LIBERAR,1,,,,,,,,,,
